Incident Address,Missed Count,Fines,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
857 Belton Dr,5,800,37205,RED RIVER,1305,23,1703637.82844388,653321.45025014
2401 Scovel St,5,800,37208,METRO,9304,21,1728401.53306147,669359.097439945
116 Bart Dr,5,800,37013,RED RIVER,3404,30,1763440.96351524,628447.202311899
3935 Stewarts Ln,5,800,37218,RED RIVER,3203,1,1713750.19862339,680260.754084589
1914 Blair Blvd,5,800,37212,METRO,9308,18,1732338.09412769,655064.499523422
500 Camden Dr,5,800,37211,METRO,9406,17,1744594.73428324,653230.298919075
247 Collier Ave,5,800,37211,RED RIVER,4304,16,1750546.59898803,647198.400898294
532 E Maple St,5,800,37115,RED RIVER,3414,9,1761702.59786236,702492.598277914
1609 Shackleford Rd,5,800,37215,RED RIVER,3302,25,1730942.56803049,644517.515457996
1412 Meharry Blvd,5,800,37208,METRO,9208,19,1731814.12004201,669396.208091739
2408 Eden St,5,800,37208,METRO,9303,21,1728552.70243789,667664.300424946
3946 Woodlawn Dr,5,800,37205,RED RIVER,2302,24,1721203.98062257,653208.39984099
2500 Clarksville Pike,5,800,37208,METRO,9205,2,1727190.73084733,675429.703671787
5308 Ashlawn Dr,5,800,37211,RED RIVER,4404,31,1760873.5580631,625508.407707451
5009 Hill Place Dr,5,800,37205,RED RIVER,1304,23,1714050.90933265,651585.188412056
3504 Granny White Pike,5,800,37204,RED RIVER,4305,25,1734425.47301433,648096.108255781
3528 Pewitt Rd,5,800,37218,RED RIVER,3203,1,1722417.83575682,687919.298363714
2409 Shumate Ln,5,800,37217,RED RIVER,4501,28,1777118.14020705,637139.930856765
322 Marcia Ave,5,800,37209,RED RIVER,2301,20,1712000.20076844,661136.800827552
1420 Eastside Ave,5,800,37206,METRO,9508,6,1748435.43395745,668953.095371609
733 Park Cir,5,800,37205,METRO,9307,24,1725466.87698744,661106.22483416
1812 Lakehurst Dr,5,800,37206,METRO,9503,6,1751620.8069421,672207.942609656
601 Idlewild Ave,5,800,37115,RED RIVER,3414,9,1760030.59869515,700859.198745431
4080 Kings Ln,5,800,37218,RED RIVER,3203,1,1716612.81537922,686783.940180654
260 Timmons St,5,800,37211,RED RIVER,4304,16,1750012.33465058,646705.697760228
908 N 14Th St,5,800,37206,WASTE IND,2506,6,1748995.53350983,675081.703363068
2808 Harriette Ct,5,800,37206,RED RIVER,1201,6,1757994.59905596,674670.200416505
1368 Rosedale Ct,5,800,37207,METRO,9203,5,1744702.51273423,678671.610514184
145 Jocelyn Hills Rd,5,800,37205,RED RIVER,1304,23,1703996.07376102,642737.86862038
6400 E Valley Ct,5,800,37205,RED RIVER,1303,23,1707565.92887284,644012.09633324
5395 Cane Ridge Rd,5,800,37013,RED RIVER,4405,32,1773709.94093645,621201.692498971
6407 Futura Dr,5,800,37209,RED RIVER,4203,20,1708056.20141685,664936.801992931
1527 Lock Rd,5,800,37207,RED RIVER,3202,2,1736300.67543081,680302.292517334
2636 Pennington Ave,5,800,37216,METRO,9502,7,1752867.33534268,679514.501167008
525 Lemont Dr,5,800,37216,RED RIVER,2204,8,1749070.59977053,691965.199411921
1821 Ed Temple Blvd,5,800,37208,METRO,9201,21,1725080.96565131,674162.401637195
1752 Bridgecrest Dr,5,800,37013,RED RIVER,4504,32,1774657.36504313,632951.184103628
109 Bonnie Briar Ln,5,800,37212,METRO,9403,18,1731334.9860735,652923.405260747
331 Seneca Dr,5,800,37214,RED RIVER,1505,15,1771374.66665663,664609.153286457
2214 Cottage Hill Dr,5,800,37013,RED RIVER,4502,28,1774428.99854678,636673.600141717
185 Antioch Pike,5,800,37211,RED RIVER,4304,16,1752280.15138421,644163.862525668
6313 Harding Pike,5,800,37205,RED RIVER,1303,23,1707539.52827685,641754.496708786
5703 Vine Ridge Dr,5,800,37205,RED RIVER,2301,24,1714441.13046234,656698.883066956
6409 E Valley Ct,5,800,37205,RED RIVER,1303,23,1708043.21768937,643826.476247811
1017 Saunders Ave,5,800,37115,RED RIVER,3214,8,1753621.79886135,699518.600010097
167 Rosa L Parks Blvd,5,800,37203,,,19,1737193.00123479,666107.201805731
2614 Eastland Ave,5,800,37206,RED RIVER,1201,6,1758319.28102792,673190.451178382
15409 Old Hickory Blvd,5,800,37211,RED RIVER,4402,4,1752557.80614995,621440.702775687
310 Timmons St,5,800,37211,RED RIVER,4304,16,1749131.790393,646801.92840857
628 Roxanne Dr,5,800,37013,RED RIVER,4404,31,1764155.3991553,625268.800135886
4808 Foley Dr,5,800,37211,RED RIVER,2405,30,1756852.19867062,636092.800993386
812 Horner Ave,5,800,37204,METRO,9404,17,1738948.63063536,652136.908253027
1408 Rugosa Ct,5,800,37013,RED RIVER,3503,33,1793032.55482551,633756.996683156
2711 Hazelwood Dr,5,800,37212,METRO,9402,18,1731484.54462607,652757.87416724
2308 Trevecca Ave,5,800,37206,METRO,9503,5,1748579.59864464,677930.99790808
190 Empire Dr,5,800,37211,RED RIVER,4302,16,1753427.53592242,641412.895754345
643 Heritage Dr,5,800,37115,RED RIVER,3412,8,1754864.19974601,705434.400172293
912 Mcclurkan Ave,5,800,37206,METRO,9503,5,1747330.65526411,678831.661150661
2524 Edge O Lake Dr,5,800,37217,RED RIVER,4502,29,1778555.06850518,636611.269240878
1606 22Nd Ave N,5,800,37208,METRO,9208,21,1728873.56126127,671463.01898836
733 Due West Ave N,5,800,37115,RED RIVER,3212,8,1749127.39804373,699479.79854204
801 Due West Ave N,5,800,37115,RED RIVER,3212,8,1748929.39954831,699965.799346159
4316 Brush Hill Rd,5,800,37216,RED RIVER,2203,7,1757819.99937536,692461.198880841
583 Annex Ct,5,800,37209,RED RIVER,4203,20,1709226.60122965,665062.399707347
4513 Granny White Pike,5,800,37204,RED RIVER,3302,25,1731448.20139217,641241.600867765
117 Union St,5,800,37201,,,19,1738996.32108285,667984.252184847
6211 Jocelyn Hollow Rd,5,800,37205,RED RIVER,1304,23,1708126.21779432,645801.476812955
3117 Justin Towne Ct,5,800,37013,RED RIVER,3501,29,1788704.41572303,635487.528993676
12610 Old Hickory Blvd,5,800,37013,RED RIVER,4510,33,1788856.40362449,620137.449363321
2405 Crestmoor Rd,5,800,37215,RED RIVER,3305,25,1726669.93147386,647771.296949599
1814 Boscobel St,5,800,37206,METRO,9508,6,1750763.54453673,669680.628243271
1916 Castleman Dr,5,800,37215,RED RIVER,3303,25,1729240.3333081,642924.89700521
4311 Lone Oak Rd,5,800,37215,RED RIVER,3305,25,1729196.33362548,643194.493006286
4901 Kentucky Ave,5,800,37209,METRO,9306,20,1718588.59862587,665900.328580124
5313 Ballard Ct,5,800,37013,RED RIVER,4504,28,1775503.51763467,629285.425846909
1133 Granada Ave,5,800,37206,WASTE IND,2509,6,1749087.53392233,675846.501578503
511 8Th Ave S,5,800,37203,WASTE IND,4507,19,1738354.83691769,663500.6530048
1722 Sprucedale Dr,5,800,37013,RED RIVER,4510,32,1787439.15055248,620773.944817457
1345 Bell Rd,5,800,37013,RED RIVER,4405,31,1768175.47779925,624771.255256871
2411 Buchanan St,5,800,37208,METRO,9205,21,1727329.0008175,673261.601658234
608 Ash St,5,800,37203,WASTE IND,4507,19,1739676.33321591,662606.501347244
3206 Merlyn Ln,5,800,37214,RED RIVER,1502,15,1769341.27897817,672208.00200123
914 Huntington Cir,5,800,37215,RED RIVER,3301,25,1726843.34200023,641085.381420097
1917 Church St,5,800,37203,METRO,9208,21,1732297.76687969,663511.20193711
104 E Marthona Rd,5,800,37115,RED RIVER,3214,8,1754010.91175268,703336.720663619
701 Cantrell Ave,5,800,37215,RED RIVER,2303,24,1722695.36655132,652058.401235573
413 Claymille Ct,5,800,37207,RED RIVER,3201,2,1732240.23254059,691347.835283394
717 Candlecreek Way,5,800,37013,RED RIVER,4510,32,1786790.18126649,619208.712887511
205 Channelkirk Ln,5,800,37215,RED RIVER,3305,25,1729610.49615312,648595.971663382
3704 Hobbs Rd,4,600,37215,RED RIVER,3304,34,1721320.51528351,645165.75231022
524 Harding Pl,4,600,37211,RED RIVER,4302,26,1751208.96335089,635651.200956123
3529 Hewlett Dr,4,600,37211,RED RIVER,4304,16,1752952.47374614,642424.300087058
3306 Curtis St,4,600,37218,RED RIVER,4202,2,1722640.70021394,680929.498258357
317 42Nd Ave N,4,600,37209,RED RIVER,1309,24,1721315.40053502,662451.200805322
2524 Batavia St,4,600,37208,METRO,9303,21,1727574.08061429,666486.401814931
317 Melvin Jones Dr,4,600,37217,RED RIVER,2504,28,1771694.65469164,642889.931403229
5118 Amalie Dr,4,600,37211,RED RIVER,3402,27,1754490.79283657,626318.558237317
3231 Knobview Dr,4,600,37214,RED RIVER,1503,15,1770014.95690043,670843.435429046
1807 Wild Oaks Ct,4,600,37013,RED RIVER,4504,32,1778471.37098892,626000.137241728
2003 Lebanon Pike,4,600,37210,RED RIVER,1504,15,1760444.33746676,665192.90149046
1827 Heiman St,4,600,37208,METRO,9208,21,1729531.60654975,669889.36882537
960 44Th Ave N,4,600,37209,RED RIVER,1309,20,1720468.74429558,666163.736341
2016 8Th Ave S,4,600,37204,METRO,9401,17,1738451.53294504,655944.898824604
549 Roxanne Dr,4,600,37013,RED RIVER,4404,31,1762421.98832206,624454.952110146
2122 Utopia Ave,4,600,37211,METRO,9406,17,1745149.76351955,653896.001021322
2307 Burns St,4,600,37216,METRO,9505,7,1753462.53611193,680329.70232951
4350 Enchanted Cir,4,600,37218,RED RIVER,3203,1,1715368.61424996,684716.584905376
1921 19Th Ave S,4,600,37212,METRO,9308,18,1732632.33358843,656364.098875729
4429 Cato Rd,4,600,37218,RED RIVER,3203,1,1711413.93010797,686871.302910167
1042 Granbery Park Dr,4,600,37027,RED RIVER,2401,4,1744887.89095388,624115.447324326
711 Arbor Trace Cir,4,600,37207,RED RIVER,2201,8,1745159.11141492,689231.190865677
6309 Robertson Ave,4,600,37209,RED RIVER,4203,20,1709844.32916195,665246.501987609
6608 Ellesmere Rd,4,600,37205,RED RIVER,1303,23,1703109.12280899,640609.272199395
601 Main St,4,600,37206,METRO,9501,6,1743309.99299218,671007.090963057
3704 Clarksville Pike,4,600,37218,RED RIVER,4202,2,1721321.13051492,679976.901415316
408 Claymille Ct,4,600,37207,RED RIVER,3201,2,1732154.01497752,691170.006334189
128 Laird Rd,4,600,37205,RED RIVER,1304,23,1710957.93115566,647104.029745211
570 Old Hickory Blvd,4,600,37209,RED RIVER,1301,22,1696269.00046725,645722.401680797
629 Andrew Rucker Ln,4,600,37211,RED RIVER,4402,27,1751251.71955179,622135.551414236
1805 24Th Ave N,4,600,37208,METRO,9205,21,1727560.26437898,673649.793709842
714 Gillock St,4,600,37216,RED RIVER,2205,8,1751388.17146614,686014.41897611
605 Welshcrest Pl,4,600,37013,RED RIVER,4504,32,1776990.16579546,632123.549540194
4509 Hunters Green Cir,4,600,37013,RED RIVER,4501,28,1772707.1303869,634903.38056135
527 American Rd,4,600,37209,RED RIVER,4205,20,1708817.16847115,662836.02968531
776 Georgetown Dr,4,600,37205,RED RIVER,1305,23,1704329.00074162,652574.40178049
556 Annex Ave,4,600,37209,RED RIVER,4203,20,1709100.20013944,665296.000018937
2705 Combs Dr,4,600,37207,WASTE IND,2206,2,1735119.28251051,686591.116118522
1124 N 7Th St,4,600,37207,METRO,9203,5,1744300.33448023,677404.900810546
309 Alice Ave,4,600,37211,RED RIVER,2405,30,1755329.97368459,633912.688400018
5611 California Ave,4,600,37209,METRO,9302,20,1715582.79168259,667437.092955016
1605 Linden Ave,4,600,37212,METRO,9403,18,1734267.46119023,654165.658208647
706 28Th Ave N,4,600,37208,METRO,9304,21,1726891.95522522,665683.878211946
105 Dyer Ct,4,600,37218,RED RIVER,3204,1,1722298.35456948,686196.82266625
608 Harding Pl,4,600,37211,RED RIVER,4302,26,1749373.93561984,635847.296097495
196 Theodore Rd,4,600,37214,RED RIVER,1504,15,1762255.2343834,669557.703959158
511 Harding Pl,4,600,37211,RED RIVER,2404,26,1751837.93562301,635540.09576859
1708 Shackleford Rd,4,600,37215,RED RIVER,3302,25,1730617.23484835,644693.582914644
803 Reeves Rd,4,600,37013,RED RIVER,4505,28,1770483.82193491,630936.719109737
229 Beverly Dr,4,600,37115,RED RIVER,3214,8,1755245.99914731,701175.398357399
1635 Chase St,4,600,37216,METRO,9502,7,1751939.53488776,679704.101881199
3606 Meadow Dr,4,600,37215,RED RIVER,2303,24,1724015.03396536,652242.019152104
3233 Kings Ln,4,600,37218,RED RIVER,3203,1,1723797.0781271,687505.647012041
407 Houston St,4,600,37210,WASTE IND,2408,17,1742620.19852593,659209.668502843
4049 Moss Rd.,4,600,37013,,,28,1772181.59871171,628840.169897501
3605 Meadowbrook Ave,4,600,37205,METRO,9307,24,1724031.62202449,657887.541474598
1162 Sewanee Rd,4,600,37220,RED RIVER,3302,34,1731121.13371942,639228.096595225
4576 Clarksville Pike,4,600,37218,RED RIVER,3201,1,1723382.8922489,692922.653513392
3201 Old Ezell Rd,4,600,37211,RED RIVER,1403,13,1765217.46427397,641052.670921265
3322 Curtis St,4,600,37218,RED RIVER,4202,2,1722262.3003292,681073.427049401
207 24Th Ave N,4,600,37203,METRO,9208,21,1730063.41416755,661938.431283725
2208 Lebanon Pike,4,600,37214,RED RIVER,1504,15,1763738.5994803,668473.600625183
3609 Hilldale Dr,4,600,37215,RED RIVER,3304,25,1723804.06484021,648952.95979072
492 Ellenwood Dr,4,600,37211,RED RIVER,3401,27,1751564.2881426,628822.835730157
909 46Th Ave N,4,600,37209,RED RIVER,1309,20,1719716.94389225,665469.475764925
4501 Hunters Green Cir,4,600,37013,RED RIVER,4501,28,1772831.1705316,634891.620021927
3020 Richmond Hill Dr,4,600,37207,RED RIVER,3201,2,1740379.53259527,691082.503528859
92 Oriel Ave,4,600,37210,RED RIVER,4301,16,1750151.27517012,651958.766296447
1309 Stratton Ave,4,600,37206,METRO,9503,6,1748482.09217114,673971.827284081
1007 Alice St,4,600,37218,RED RIVER,3202,2,1729404.69583684,681771.020848538
6113 Jocelyn Hollow Rd,4,600,37205,,,23,1710308.20031411,647444.000399149
618 Annex Ave,4,600,37209,RED RIVER,4203S,20,1709585.80123442,666110.401457618
1251 1St Ave S B,4,600,37210,WASTE IND,4409,17,1743619.37786977,659697.511081117
2205 Lebanon Pike,4,600,37214,RED RIVER,1504,15,1762829.71283867,667553.545721509
5975 Post Rd,4,600,37205,RED RIVER,1304,23,1711933.31284661,646620.446805349
2120 Golf Club Ln,4,600,37215,RED RIVER,2305S,25,1729272.35018184,650818.302571811
777 W Meade Dr,4,600,37205,RED RIVER,1301,23,1704559.85232785,650287.102249042
223 Robin Hill Rd,4,600,37205,RED RIVER,1303,23,1705419.40134222,644721.60122682
5890 Edmondson Pike,4,600,37211,RED RIVER,2402,4,1748646.93974112,618775.341114502
318 S 15Th St,4,600,37206,METRO,9506,6,1748625.20110436,670139.309320317
3211 Southlake Dr,4,600,37211,RED RIVER,4303,16,1752797.93639781,645219.297642169
3723 Hewlett Dr,4,600,37211,RED RIVER,4302,16,1752996.07135195,641304.9926085
2010 Salem Mason Dr,4,600,37208,METRO,9201,21,1726477.93243906,674571.302245755
457 Humphreys St B,4,600,37203,WASTE IND,2408,17,1741525.89297172,659200.58348836
213 Cliffdale Rd,4,600,37214,RED RIVER,1503,15,1771668.15210409,670204.519294299
2003 Gooch St,4,600,37207,RED RIVER,3202,2,1735467.808964,682694.746626629
1198 Vultee Blvd,4,600,37217,RED RIVER,1402,13,1760576.06347602,652571.787796468
3611 Brush Hill Ct,4,600,37216,RED RIVER,2203,7,1759132.33717663,687094.503075079
900 Paddock Pr,4,600,37220,RED RIVER,3302S,34,1733183.53471581,639759.30628895
208 Antioch Pike,4,600,37211,RED RIVER,4304,16,1751905.89211789,644341.235267397
1507 Shackleford Rd,4,600,37215,RED RIVER,3302,25,1731706.42189489,644376.212807278
4713 Log Cabin Rd,4,600,37216,RED RIVER,2203,7,1756614.74967448,691207.671439245
4813 Trappers Rdg,4,600,37013,RED RIVER,4501,28,1770958.56372088,633424.802866416
1133 Alandee St,4,600,37214,RED RIVER,1501,15,1760644.83885578,694889.819749507
710 Greymont Dr,4,600,37217,RED RIVER,1402,16,1757354.73507744,651036.898177784
6504 Thunderbird Dr,4,600,37209,RED RIVER,4205,20,1707626.59917679,660392.000227131
715 Brownlee Dr,4,600,37205,RED RIVER,1301,23,1707599.40114637,649490.400391035
6005 Obrien Ave,4,600,37209,RED RIVER,4201,20,1712863.47623009,662298.997751428
1510 14Th Ave N,4,600,37208,WASTE IND,3207,21,1731581.1337389,671067.302214464
3906 Estes Rd,4,600,37215,RED RIVER,3304,34,1721279.31150082,647366.888095076
3515 Richland Ave,4,600,37205,METRO,9307,24,1725256.56533955,657411.416348955
611 Linden Sq,4,600,37215,RED RIVER,2304S,24,1724687.82832045,652869.77309411
1216 Idlewild Pl,4,600,37115,RED RIVER,3314,7,1761240.99910343,697961.63001016
6010 Charlotte Pike,4,600,37209,RED RIVER,2301S,20,1712645.72509502,661917.054837284
129 Kendall Park Dr,4,600,37217,RED RIVER,4502,29,1777784.8951538,637556.911832072
3600 Whites Creek Pike,4,600,37207,RED RIVER,3201,3,1726525.55357738,694869.31586363
104 Emma Neuhoff Ct,4,600,37205,RED RIVER,1303,23,1706248.50891128,640042.279526223
3835 Hydes Ferry Rd,4,600,37218,RED RIVER,4202,2,1719023.9096471,679974.193441148
701 Neill Ave,4,600,37206,METRO,9504,5,1744338.59957116,674089.601122744
1220 Gallatin Ave,4,600,37206,WASTE IND,2509,5,1748651.50671487,677450.583138146
2628 Albion St,4,600,37208,METRO,9303,21,1727201.98604606,667817.701293095
119 Cumberland Trce,4,600,37214,RED RIVER,4506,15,1770431.72131503,677577.195906518
468 Elysian Fields Rd,4,600,37211,RED RIVER,4302,26,1751403.7543107,638232.441900429
6316 E Valley Rd,4,600,37205,RED RIVER,1303,23,1706404.32816525,644064.897532259
2138 Golf Club Ln,4,600,37215,RED RIVER,2305S,25,1728956.49177823,650898.75180454
2148 Carefree Ln,4,600,37013,RED RIVER,4310,33,1791886.73852536,623493.860034781
5206 Tennessee Ave,4,600,37209,METRO,9302,20,1717291.92355491,666410.124381936
911 Dr D B Todd Jr Blvd,4,600,37208,METRO,9208,21,1730881.93336789,667551.300996382
736 Heritage Dr,4,600,37115,RED RIVER,3412,8,1756565.74968705,706783.188987502
3585 Gondola Dr,4,600,37013,RED RIVER,3502,33,1791482.62071117,637625.790423616
639 Heritage Dr,4,600,37115,RED RIVER,3412,8,1754841.80020405,705326.399553876
2420 Albion St,4,600,37208,METRO,9303,21,1728156.1396106,667946.538284881
2621 Jones View Dr,4,600,37207,RED RIVER,2201,8,1744931.15769574,686096.464906251
923 Silverdene Pl,4,600,37206,METRO,9504,5,1745640.19896262,672417.601955532
2013 14Th Ave N,4,600,37208,RED RIVER,4209,2,1729689.20668563,674798.235564036
2311 Woodmont Blvd,4,600,37215,RED RIVER,2305,25,1727141.62033818,649245.208514353
5170 Hickory Hollow Pkwy,4,600,37013,RED RIVER,4504S,32,1772605.75893862,626619.638944513
410 Bellingrath Dr,4,600,37211,RED RIVER,4302,26,1751649.6082354,637301.460094516
6585 Jocelyn Hollow Rd,4,600,37205,RED RIVER,1304,23,1700664.02390343,644795.342502733
6737 Currywood Dr,4,600,37205,RED RIVER,1301,23,1702132.20128099,650676.800442026
1492 Bell Rd,4,600,37211,RED RIVER,4404,31,1764602.60867562,622982.642981628
613 James Ave,4,600,37209,RED RIVER,4203,20,1709728.20256282,665774.400413102
232 Sailboat Dr,4,600,37217,RED RIVER,2505,29,1782110.5989263,637206.400554231
1040 Chicamauga Ave,4,600,37206,METRO,9503,5,1747402.0488943,674741.056063357
2516 Pennington Ave,4,600,37206,METRO,9502,7,1752729.45483026,678381.16698422
3415 Hydes Ferry Rd,4,600,37218,RED RIVER,4202,2,1720725.80184931,677625.598357954
2908 23Rd Ave S,4,600,37215,RED RIVER,2305,25,1727866.60169723,652211.200726799
4308 Lone Oak Rd,4,600,37215,RED RIVER,3305,25,1729397.80035136,643432.800442903
4844 Shasta Dr,4,600,37211,RED RIVER,1404,26,1756664.75698336,638447.304799548
3011 Baby Ruth Ln,4,600,37013,RED RIVER,4504,32,1779824.1498501,624998.757035923
1619 Arthur Ave,4,600,37208,WASTE IND,3207,21,1731883.40153896,672248.800036234
3795 Pin Hook Rd,4,600,37013,RED RIVER,4310,33,1793449.80310032,624574.847682982
2605 Tiffany Dr,4,600,37206,RED RIVER,1201,6,1758893.64348658,674417.683362474
4603 Lealand Ln,4,600,37220,RED RIVER,3302,34,1734632.05150148,639443.77340404
109 Jocelyn Hills Rd,4,600,37205,RED RIVER,1304,23,1703309.92725095,644074.496484994
193 Thompson Ln,4,600,37211,RED RIVER,4304,16,1750034.59928092,647602.401965747
1011 Stockell St,4,600,37207,METRO,9204,5,1741598.73303197,676479.300728325
559 Westboro Dr,4,600,37209,RED RIVER,4203,20,1709782.60060241,663263.202010398
30 E Thompson Ln,4,600,37211,RED RIVER,4303,16,1755465.76352424,648654.40046231
1106 Halcyon Ave,4,600,37204,METRO,9403,17,1735526.17938708,652298.05217107
4032 Stewarts Ln,4,600,37218,RED RIVER,3203,1,1715186.44971519,682289.961677797
3257 Panorama Dr,4,600,37218,RED RIVER,4204,1,1719854.64265531,674630.560121371
271 Delvin Ct,4,600,37013,RED RIVER,3403,27,1761445.79859052,626829.601011552
704 Shelby Ave,4,600,37206,METRO,9508,6,1744973.93438121,669131.453001541
1810 Osage St,4,600,37208,METRO,9208,21,1729213.94008273,672157.365580832
310 Van Buren St,4,600,37208,WASTE IND,3207,19,1735691.54529403,673285.38237337
1209 Linden Ave,4,600,37212,METRO,9403,18,1735176.21537301,654041.479336066
200 Morganmeade Ct,4,600,37216,RED RIVER,1204,7,1762166.79868823,681282.398776646
4117 Gallatin Pike,4,600,37216,RED RIVER,2204,8,1754296.99862351,688701.398165512
301 Walton Ln,4,600,37115,RED RIVER,2204,8,1752553.19823901,694609.599896511
819 Rodney Dr,4,600,37205,RED RIVER,1301,23,1699599.40077584,647925.6004452
420 Siena Dr,4,600,37205,RED RIVER,1303,23,1706212.71515557,640287.277484609
5000 Ruskin Ave,4,600,37216,RED RIVER,2203,7,1756277.71235255,692422.457731228
113 Valeria St,4,600,37210,WASTE IND,4407,16,1749385.79428468,651532.379377427
312 Edenfield Ct,4,600,37013,RED RIVER,4504,32,1777544.0090548,631454.752229742
